mesh_id,label,tree_numbers,tree_categories,n_articles,annotation,scope_note,chunk_number,sorted_tree_categories,first_tree_category
D014438,"Typhus, Epidemic Louse-Borne","['C01.150.252.400.789.725.805', 'C01.920.914.725.805']",['C01'],6529,,"The classic form of typhus, caused byRICKETTSIA PROWAZEKII, which is transmitted from man to man by the louse Pediculus humanus corporis. This disease is characterized by the sudden onset of intense headache, malaise, and generalized myalgia followed by the formation of a macular skin eruption and vascular and neurologic disturbances.",1,['C01'],C01
D012612,Scrub Typhus,"['C01.150.252.400.789.850', 'C01.920.914.850']",['C01'],4582,caused byORIENTIA TSUTSUGAMUSHI,"An acute infectious disease caused byORIENTIA TSUTSUGAMUSHI. It is limited to eastern and southeastern Asia, India, northern Australia, and the adjacent islands. Characteristics include the formation of a primary cutaneous lesion at the site of the bite of an infected mite, fever lasting about two weeks, and a maculopapular rash.",1,['C01'],C01
D012061,Relapsing Fever,"['C01.150.252.400.794.352.500', 'C01.920.930.775']",['C01'],3076,"not for ""recurrent fever"" [=FEVER+RECURRENCE(NIM)]; infections by Borrelia species other than B. burgdorferi or B. burgdorferi group (which causeLYME DISEASE) probably go here, otherwise index underBORRELIA INFECTIONS","An acute infection characterized by recurrent episodes ofPYREXIAalternating with asymptomatic intervals of apparent recovery. This condition is caused bySPIROCHETESof the genusBORRELIA. It is transmitted by theBITESof either the body louse (PEDICULUShumanus corporis), for which humans are the reservoir, or by soft ticks of the genusORNITHODOROS, for which rodents and other animals are the principal reservoirs.",1,['C01'],C01
D014895,Weil Disease,['C01.150.252.400.794.511.739'],['C01'],2029,"if not caused byLEPTOSPIRA INTERROGANS SEROVAR ICTEROHAEMORRHAGIAE, coord IM with specific Leptospira interrogans serovar (IM) orLEPTOSPIRA INTERROGANS(IM)","A severe form ofLEPTOSPIROSIS, usually caused byLEPTOSPIRA INTERROGANS SEROVAR ICTEROHAEMORRHAGIAEand occasionally other serovars. It is transmitted to humans by the rat and is characterized by hemorrhagic and renal symptoms with accompanyingJAUNDICE.",1,['C01'],C01
D002601,Chancre,"['C01.150.252.400.794.840.500.500', 'C01.150.252.400.840.500.500']",['C01'],1636,primary lesion of syphilis: do not confuse withCHANCROID(caused by Haemophilus ducreyi),"The primary sore of syphilis, a painless indurated, eroded papule, occurring at the site of entry of the infection.",1,['C01'],C01
D013589,"Syphilis, Cardiovascular","['C01.150.252.400.794.840.500.875', 'C01.150.252.400.840.500.875', 'C01.190.500', 'C14.260.500']","['C01', 'C14']",1283,"coordinate IM with specific cardiovascular term (IM) or specific cardiovascular disease (IM); note entry termAORTITIS, SYPHILITIC","Cardiovascular manifestations ofSYPHILIS, an infection ofTREPONEMA PALLIDUM. In the late stage of syphilis, sometimes 20-30 years after the initial infection, damages are often seen in the blood vessels including theAORTAand theAORTIC VALVE. Clinical signs include syphilitic aortitis, aortic insufficiency, or aorticANEURYSM.",1,"['C14', 'C01']",C14
D013590,"Syphilis, Congenital","['C01.150.252.400.794.840.500.937', 'C01.150.252.400.840.500.937', 'C16.614.868']","['C01', 'C16']",4816,"do not use/‌congen& do not coord withINFANT, NEWBORN, DISEASES",Syphilis acquired in utero and manifested by any of several characteristic tooth (Hutchinson's teeth) or bone malformations and by active mucocutaneous syphilis at birth or shortly thereafter. Ocular and neurologic changes may also occur.,1,"['C16', 'C01']",C16
D013591,"Syphilis, Cutaneous","['C01.150.252.400.794.840.500.968', 'C01.150.252.400.840.500.968', 'C01.150.252.819.790', 'C01.800.720.790', 'C17.800.838.765.790']","['C01', 'C17']",1118,,"Cutaneous lesions arising from infection with Treponema pallidum. In the primary stage, 18-21 days following infection, one or more chancres appear. If untreated, the subsequent stages of the disease appear as syphilids. These eruptions are superficial, nondestructive, exanthematic, transient, macular roseolas that may later be maculopapular or papular polymorphous or scaly, pustular, pigmented eruptions.(Arnold, Odom, and James, Andrew's Diseases of the Skin, 8th ed, p409)",1,"['C01', 'C17']",C01
D013592,"Syphilis, Latent","['C01.150.252.400.794.840.500.984', 'C01.150.252.400.840.500.984', 'C01.550.750']",['C01'],993,,The stage of syphilis that occurs following the primary (CHANCRE) and secondary stages. The patient is asymptomatic at the latent stage but remains seropositive for theSPIROCHETE.,1,['C01'],C01
D015001,Yaws,"['C01.150.252.400.794.840.750', 'C01.150.252.400.840.750', 'C01.150.252.819.910', 'C01.800.720.910', 'C17.800.838.765.910']","['C01', 'C17']",1584,coordinate withNEGLECTED DISEASESif pertinent,A systemic non-venereal infection of the tropics caused byTREPONEMA PALLIDUMsubspecies pertenue.,1,"['C01', 'C17']",C01
D014406,Tularemia,"['C01.150.252.400.900', 'C01.920.930.943']",['C01'],5003,,"A plague-like disease of rodents, transmissible to man. It is caused byFRANCISELLA TULARENSISand is characterized by fever, chills, headache, backache, and weakness.",1,['C01'],C01
D002771,Cholera,['C01.150.252.400.959.347'],['C01'],32003,,An acute diarrheal disease endemic in India and Southeast Asia whose causative agent isVIBRIO CHOLERAE. This condition can lead to severe dehydration in a matter of hours unless quickly treated.,1,['C01'],C01
D000197,"Actinomycosis, Cervicofacial","['C01.150.252.410.040.137.316', 'C01.150.252.819.110', 'C01.800.720.110', 'C17.800.838.765.110']","['C01', 'C17']",1113,"bact infect, not fungal despite ""-mycosis"": = infect by genusACTINOMYCES","A form ofACTINOMYCOSIScharacterized by slow-growing inflammatory lesions of the lymph nodes that drain the mouth (lumpy jaw), reddening of the overlying skin, and intraperitoneal abscesses.",1,"['C01', 'C17']",C01
D008061,Whipple Disease,"['C01.150.252.410.040.137.631', 'C06.405.469.637.925', 'C18.452.603.925']","['C01', 'C06', 'C18']",3982,,"A chronic systemic infection by a gram-positive bacterium, Tropheryma whippelii, mainly affecting theSMALL INTESTINEbut also theJOINTS;CARDIOVASCULAR SYSTEM; and theCENTRAL NERVOUS SYSTEM. The disease is characterized by fat deposits in theINTESTINAL MUCOSAandLYMPH NODES, malabsorption,DIARRHEAwith fatty stools,MALNUTRITION, andARTHRITIS.",1,"['C01', 'C06', 'C18']",C01
D004165,Diphtheria,['C01.150.252.410.040.246.388'],['C01'],18875,caused by Corynebacterium diphtheriae,"A localized infection of mucous membranes or skin caused by toxigenic strains ofCORYNEBACTERIUM DIPHTHERIAE. It is characterized by the presence of a pseudomembrane at the site of infection.DIPHTHERIA TOXIN, produced by C. diphtheriae, can cause myocarditis, polyneuritis, and other systemic toxic effects.",1,['C01'],C01
D054312,Buruli Ulcer,"['C01.150.252.410.040.552.475.247', 'C17.800.893.295']","['C01', 'C17']",2209,coordinate withNEGLECTED DISEASESif pertinent,"A lesion in the skin and subcutaneous tissues due to infections byMYCOBACTERIUM ULCERANS. It was first reported in Uganda, Africa.",1,"['C01', 'C17']",C01
D015440,"Leprosy, Lepromatous",['C01.150.252.410.040.552.475.371.775.500'],['C01'],5670,"coordinate withNEGLECTED DISEASESif pertinent; erythema nodosum leprosum (ENL): index underLEPROSY, LEPROMATOUS(IM) +ERYTHEMA NODOSUM(IM)","A chronic communicable infection which is a principal or polar form ofLEPROSY. This disorder is caused byMYCOBACTERIUM LEPRAEand produces diffuse granulomatous skin lesions in the form of nodules, macules, or papules. The peripheral nerves are involved symmetrically and neural sequelae occur in the advanced stage.",1,['C01'],C01
D015439,"Leprosy, Borderline",['C01.150.252.410.040.552.475.371.850.249'],['C01'],1982,coordinate withNEGLECTED DISEASESif pertinent,A form ofLEPROSYin which there are clinical manifestations of both principal types (lepromatous and tuberculoid). The disease may shift toward one of these two polar or principal forms.,1,['C01'],C01
D015441,"Leprosy, Tuberculoid",['C01.150.252.410.040.552.475.371.850.500'],['C01'],16899,coordinate withNEGLECTED DISEASESif pertinent,"A principal or polar form ofLEPROSYin which the skin lesions are few and are sharply demarcated. Peripheral nerve involvement is pronounced and may be severe. Unlike lepromatous leprosy (LEPROSY, LEPROMATOUS), the lepromin test is positive. Tuberculoid leprosy is rarely a source of infection to others.",1,['C01'],C01
D015270,Mycobacterium avium-intracellulare Infection,['C01.150.252.410.040.552.475.495'],['C01'],8666,,"A nontuberculous infection when occurring in humans. It is characterized by pulmonary disease, lymphadenitis in children, and systemic disease inAIDSpatients. Mycobacterium avium-intracellulare infection of birds and swine results in tuberculosis.",1,['C01'],C01
D010283,Paratuberculosis,"['C01.150.252.410.040.552.475.747', 'C22.688']","['C01', 'C22']",5533,caused by Mycobacterium avium subsp. paratuberculosis; usually animal,A chronicGASTROENTERITISinRUMINANTScaused byMYCOBACTERIUM AVIUM SUBSPECIES PARATUBERCULOSIS.,1,"['C01', 'C22']",C01
D055985,Latent Tuberculosis,"['C01.150.252.410.040.552.846.122', 'C01.550.500']",['C01'],12795,,The dormant form ofTUBERCULOSISwhere the person shows no obvious symptoms and no sign of the causative agent (Mycobacterium tuberculosis) in theSPUTUMdespite being positive for tuberculosis infection skin test.,1,['C01'],C01
D014380,"Tuberculosis, Bovine","['C01.150.252.410.040.552.846.538', 'C22.196.927']","['C01', 'C22']",3743,caused by Mycobacterium bovis; don't forget alsoCATTLE(NIM) & check tagANIMALS,An infection of cattle caused byMYCOBACTERIUM BOVIS. It is transmissible to man and other animals.,1,"['C01', 'C22']",C01
D014395,"Peritonitis, Tuberculous","['C01.150.252.410.040.552.846.617.100', 'C01.463.600.249', 'C06.844.640.249']","['C01', 'C06']",3707,,"A form ofPERITONITISseen in patients withTUBERCULOSIS, characterized by lesion either as a miliary form or as a pelvic mass on the peritoneal surfaces. Most patients haveASCITES, abdominal swelling,ABDOMINAL PAIN, and other systemic symptoms such asFEVER;WEIGHT LOSS; andANEMIA.",1,"['C01', 'C06']",C01
D010495,"Pericarditis, Tuberculous","['C01.150.252.410.040.552.846.617.150.595', 'C01.190.750.595', 'C14.260.750.595', 'C14.280.720.801']","['C01', 'C14']",1160,,"INFLAMMATIONof the sac surrounding the heart (PERICARDIUM) due toMYCOBACTERIUM TUBERCULOSISinfection. Pericarditis can lead to swelling (PERICARDIAL EFFUSION), compression of the heart (CARDIAC TAMPONADE), and preventing normal beating of the heart.",1,"['C01', 'C14']",C01
D014382,"Tuberculosis, Cutaneous",['C01.150.252.410.040.552.846.617.250'],['C01'],3927,,"Tuberculosis of the skin. It includes scrofuloderma and tuberculid, but notLUPUS VULGARIS.",1,"['C01', 'C17']",C01
D014385,"Tuberculosis, Gastrointestinal","['C01.150.252.410.040.552.846.617.350', 'C06.405.874']","['C01', 'C06']",3351,coord IM with specific organ or organ /dis (IM),"TUBERCULOSISthat involves any region of theGASTROINTESTINAL TRACT, mostly in the distalILEUMand theCECUM. In most cases,MYCOBACTERIUM TUBERCULOSISis the pathogen. Clinical features includeABDOMINAL PAIN;FEVER; and palpable mass in the ileocecal area.",1,"['C01', 'C06']",C01
D014386,"Tuberculosis, Hepatic","['C01.150.252.410.040.552.846.617.400', 'C06.552.933']","['C01', 'C06']",1117,,"Infection of theLIVERwith species ofMYCOBACTERIUM, most oftenMYCOBACTERIUM TUBERCULOSIS. It is characterized by localized small tuberculous miliary lesions or tumor-like mass (TUBERCULOMA), and abnormalities in liver function tests.",1,"['C06', 'C01']",C06
D014387,"Tuberculosis, Laryngeal","['C01.150.252.410.040.552.846.617.450', 'C01.748.860', 'C08.360.860', 'C08.730.860', 'C09.400.860']","['C01', 'C08', 'C09']",1001,,"Tuberculosis involving the larynx, producing ulceration of theVOCAL CORDSand theLARYNGEAL MUCOSA.",1,"['C01', 'C08', 'C09']",C01
D018601,King's Evil,['C01.150.252.410.040.552.846.617.475.500'],['C01'],1172,"= scrofula in hist articles only: differentiate fromSCROFULAseeTUBERCULOSIS, LYMPH NODEwhich is restricted to scrofula in modern clin med","The historic designation for scrofula (TUBERCULOSIS, LYMPH NODE). The disease is so called from the belief that it could be healed by the touch of a king. This term is used only for historical articles using the name king's evil, and is to be differentiated from scrofula as lymph node tuberculosis in modern clinical medicine. (From Webster, 3d ed)",1,['C01'],C01
D014399,"Tuberculosis, Spinal","['C01.150.252.410.040.552.846.617.525.722', 'C01.160.886.722', 'C05.116.165.886.722', 'C05.116.900.853.850']","['C01', 'C05']",6437,coordinate IM with specific vertebra (IM); do not confuse entry termPOTT DISEASEwithPOTT-PUFFY TUMOR,"Osteitis or caries of the vertebrae, usually occurring as a complication of tuberculosis of the lungs.",1,"['C05', 'C01']",C05
D014396,"Tuberculosis, Pleural",['C01.150.252.410.040.552.846.617.550'],['C01'],3980,,Tuberculosis of the serous membrane lining the thoracic cavity and surrounding the lungs.,1,"['C01', 'C08']",C01
D014384,"Tuberculosis, Female Genital","['C01.150.252.410.040.552.846.617.900.596', 'C12.050.351.500.758', 'C12.050.351.750.940', 'C12.100.250.758', 'C12.600.940']","['C01', 'C12']",2371,coordinate IM with specific organ (IM) or organ/disease (IM),"MYCOBACTERIUMinfections of the female reproductive tract (GENITALIA, FEMALE).",1,"['C01', 'C12']",C01
D014389,"Tuberculosis, Male Genital","['C01.150.252.410.040.552.846.617.900.721', 'C12.100.500.909', 'C12.200.294.909', 'C12.200.672.721', 'C12.600.955']","['C01', 'C12']",796,coordinate IM with specific organ or organ /dis (IM),"MYCOBACTERIUMinfections of the male reproductive tract (GENITALIA, MALE).",1,"['C01', 'C12']",C01
D014398,"Tuberculosis, Renal","['C01.150.252.410.040.552.846.617.900.847', 'C12.050.351.750.970', 'C12.050.351.968.419.912', 'C12.200.672.847', 'C12.200.777.419.912', 'C12.600.970', 'C12.950.419.912']","['C01', 'C12']",3251,,Infection of theKIDNEYwith species ofMYCOBACTERIUM.,1,"['C12', 'C01']",C12
D014391,"Tuberculosis, Miliary",['C01.150.252.410.040.552.846.764'],['C01'],5713,,An acute form ofTUBERCULOSISin which minute tubercles are formed in a number of organs of the body due to dissemination of the bacilli through the blood stream.,1,['C01'],C01
D054908,Extensively Drug-Resistant Tuberculosis,['C01.150.252.410.040.552.846.775.500'],['C01'],7079,coordinate with specific type of tuberculosis + specific antitubercular agents if pertinent,Tuberculosis resistant toISONIAZIDandRIFAMPINand at least three of the six main classes of second-line drugs (AMINOGLYCOSIDES; polypeptide agents;FLUOROQUINOLONES;THIOAMIDES;CYCLOSERINE; andPARA-AMINOSALICYLIC ACID) as defined by theCDC.,1,['C01'],C01
D012830,Silicotuberculosis,"['C01.150.252.410.040.552.846.899.669', 'C01.748.939.669', 'C08.381.483.581.760.750', 'C08.381.520.702.760.750', 'C08.381.922.669', 'C08.730.939.669', 'C24.800.834.752']","['C01', 'C08', 'C24']",771,do not coordinate withOCCUPATIONAL DISEASES,Pulmonary or extrapulmonary infection caused byMYCOBACTERIUM TUBERCULOSISor nontuberculous mycobacteria in a patient with silicosis.,1,"['C01', 'C08', 'C24']",C01
D008271,Mycetoma,"['C01.150.252.410.040.692.500', 'C01.150.252.819.557', 'C01.150.703.302.500', 'C01.800.200.500', 'C01.800.720.557', 'C17.800.838.208.557', 'C17.800.838.765.557']","['C01', 'C17']",4024,coordinate with causative organism (IM) or precoordinate organism/dis (IM) if pertinent,"A chronic progressive subcutaneous infection caused by species of fungi (eumycetoma), or actinomycetes (actinomycetoma). It is characterized by tumefaction, abscesses, and tumor-like granules representing microcolonies of pathogens, such asMADURELLAfungi and bacteriaACTINOMYCETES, with different grain colors.",1,"['C01', 'C17']",C01
